id,Category,_Term,Description
1587,Exicon,Step ups,"On a low wall, raise each leg one at a time up on the wall. Sometimes the second leg can be brought up to the chest before placing on wall. Often times done in a ladder along with another exercise."
1588,Exicon,Steve Earle,"Starting position is standing w/hands behind your head. In four-count cadence, perform Copperhead Squat with a Hillbilly thrown in on the 4th count of the cadence."
1589,Exicon,Stink B.O.M.B.S.,"B.O.M.B.S. x 2 on reps + use a spoke layout. Set 5 cones out surrounding the Shovel Flag. Pax #1 starts the B.O.M.B.S. reps at the first cone while pax #2 goes to the Shovel Flag to do exercise chosen by the Q (for example 50 curls or 50 LBC's). Pax #2 then swaps with Pax #1. Work at same spoke until all reps are completed. Then move to next spoke. Q can change center exercise with each move to next spoke. B.O.M.B.S = 100 Burpees, 200 Over Head Presses, 300 Merkins, 400 Big Boy Sit-ups, 500 Squats."
1590,Exicon,Stirkin,"Steps ups, one each leg, then irkin using same surface as used for the stepups"
1591,Exicon,Street Pole Dance,"While running between destinations in a workout, exercises are perfomed at any kind of street pole; power poles, lamposts, etc. Some favorite exercises include: burpees, 4x4s, and plank jacks. Throw in a +1 ladder at each pole for some extra fun."
1592,Exicon,Stump Huggers,"Start out in the bear crawl position hold in a plank. Come down to elbow (plank) on left arm then right, then up to hands."
1593,Exicon,Sugar Bear Crawls,"Modified bear crawl. In bear crawl position, legs stay straight and bounce side to side and propel the body forward."
1594,Exicon,Sugar Cookie,"Works best on a baseball field with wet grass and a dirt infield. Do a called number of Supermans while kicking legs in cadence, as though you are swimming in the grass. Sprint to dirt infield and do called hand-release merkins followed by big boys. Rinse and repeat 3 rounds. Replicates a Navy punishment where you have to jump in the ocean followed by exercises on the beach. You get covered by sand and look like a sugar cookie."
1595,Exicon,Suicide Ladder,A shuttle run with an exercise set after each return to the starting line. After each full shuttle run the exercise count goes up by five reps. Repeat until out of time or until no one can take it anymore.
1596,Exicon,Suicide Squats,"Start in normal starting squat position, squat, ~50% of regular squat, then back to normal starting position. Then go to full perpendicular regular proper squat, then back to normal vertical position, then finally go to full deep ankle squat before returning to vertical starting position. Q typically leads this exercise in a cadence of 1, 2, 3, or baby, regular, deep after which PAX reply with the rep count. Great towards the end of a warm-up to transition into the meat of the beatdown."
1597,Exicon,Suicides,"Done on basketball court or football field. On basketball court, start at end line, sprint to foul line, touch the ground, sprint back to end line touch the ground, sprint to mid court and touch line, sprint back to end line and touch line, sprint to far foul line and touch ground, sprint back to end line and touch the ground, sprint to far end line and touch the ground, sprint back to original end line. Rinse and repeat."
1598,Exicon,Sumo Squat,"Feet in wide stance (like a sumo wrestler), squat down and touch ground with both hands. For added fun can add sumo sounds and sumo leg lift between each rep. Also done by some groups as a jump squat with the same touch of the ground."
1599,Exicon,Sun Gods,"This exercise is perhaps common among F3 nation, but is deserving of an actual description other than shoulder rolls. Sun Gods is the rotating of shoulders through act of moving outstretched arms (with purpose and intensity) forward or backward in circular motion - Options for little Sun Gods and/or Big Sun Gods for desired effect. **Highly recommended with bricks."
1600,Exicon,Super 21,"Super 21: Do 1 merkin followed by 1 situp; 2 merkins / 2 situps; 3 merkins / 3 situps, etc., etc. ....... up to 21 merkins/ 21 situps (total of 231 merkins and 231 situps). Insert other exercises in between to allow for recovery (i.e. - Super 21 #1 - #10, Monkey Humpers x 21, Super 21 #11-#13, Mountain Climbers x 21, Super 21 #14-#15, etc.)."
1601,Exicon,Super Sexy,"Routine normally adjacent to a Mozy or warm up event, comprised of the following exercises with six in view of local pedestrians and local traffic.  Monkey Humpers, Pickle Pointers, Floridian Homer to Mage (Hindu Pushups), Pickle Pointers and Hot Chicks (stationary squat with calf raises)."
1602,Exicon,Superman,"Lie prone on the ground with arms, legs, and head held up as high as possible. Hold position to tolerance."
1603,Exicon,Superman Merkin,"Plank starting position. Combine a merkin with the superman move. Go down, superman (release hands, feet and hands up off the ground, move hands from over your head to beside you with arms bent at an angle), hands back under you and push up."
1604,Exicon,Superman Yellow Sun (and Red Sun),"While in Superman position, perform sun gods. Yellow sun going forward, red sun going reverse. Usually done in cadence. Best when ground is wet or frozen to ellicit maximum mumble chatter."
1605,Exicon,Supines,A sit-up executed from flat on your back until touching your toes.
1606,Exicon,Surfees,"This name has been submitted twice. 1) Burpees in the surf, or; 2) Similar to a burpee but you jump up into the surf position with the the majority of your weight on your back foot."
1607,Exicon,Surfer Merkin,"360 degree jump then go down for merkin, pop back up and repeat."
1608,Exicon,Surftanamo,Same as Guantanamo but in a straight line along the surf incorporating the ocean.
1609,Exicon,Suzanne Somers,"Ode to the ""Thigh Master"" infomercial from everyone's favorite girl on ""Three's Company."" Regular squat but pointing your toes outward. Great exercise for inner thigh. Good form is keeping your stance wide, weight on heels, and back kept straight. Also submitted as... All pax circle up and on their six. Lay on right side with right arm stretched out above your head. Bend knees to bring feet toward your rear with heels in line with your spine. While maintaining this position, raise your left leg while keeping your knees bent, feet together and your right leg on the ground. Bring left leg back down to right leg to complete one rep. This can be done in cadence or OYO. Once you have done enough reps to feel those hip flexors and glutes start burning, flapjack and repeato while laying on your left side. These look almost as ridiculous as Monkey Humpers and result in a similar burn. Named after the star of the Thigh Master ""fitness"" craze commercials. Sure to get some mumblechatter flowing."
1610,Exicon,Sweat Angels,"On your six do a double dolly (arms and legs at 6"" off the ground) like your making a snow angel."
1611,Exicon,Swerkins,"Pushup with feet in in a playground swing. As you complete the pushup, bring your knees into your chest and back out."
1612,Exicon,Swingset Orangutans,Jump up and grab the top of the swingset going sideways and walk your walk hand over hand to the other end.
1613,Exicon,Swirley,One Pax holds the other’s legs while they do push-ups in handstand position (like they are getting a swirly).
1614,Exicon,T Merkin,Plank Starting position. 4 Count. 1) Down 2) Arms out to your side pinching shoulder blades together 3) Hands back to Merkin position 4) Up.
1615,Exicon,Taint Grinders,"Like grass grabbers but on your six. On your six with legs in a V, stretch forward IC in a four count exercise with clapping on the 4th count. Stretch those hamstrings!"
1616,Exicon,Tammy Wynette,"Tammy Wynette’s country song hit, “Stand By Your Man” is the inspiration here. Starting position: PAX 1 assumes the merkin plank while PAX 2 remains standing beside ‘his man’. Exercise: Pax 1 does merkins in sync with PAX 2 who does deep squats. They do 10 reps either by Q call or on their own. At multiples of 10, the partners switch out alternating between merkins & squats. Example: 1,2,3 … 10, (switch) 11,12,13…20 (switch) 21,22,23, …30 (switch), etc. until they reach 200; that’s 100 merkins + 100 squats per man. (Note: on each switch, the merkin man should explode off the deck as in the 5-6 count of the burpee.) Other standing/ground exercises may be substituted at Q’s discretion. In fact, an entire routine could be made up of multiple ‘Tammy Wynettes’."
1617,Exicon,Tappy-taps,"Similar to daisy pickers- in standing position, legs spread past shoulders, bend at waist slowly and tap the ground in three spots stretching as far as you can behind body. Done in cadence to the words Tap-py-tap"
1618,Exicon,T-Bomb,"Start in a crab position, feet together under your 6, hands and feet on the ground. IC feet go: 1) Legs straight, feet together 2) Legs straight and spread 3) Feet back together and legs straight 4) Feet together and back under your 6  That is one rep. Don't let your 6 touch the ground!"
1619,Exicon,Tempo Merkin,"Merkin, in cadence, with 3 count down, 1 count up."
1620,Exicon,Tennessee Iditarod,"Like the Iditarod race only no snow, huskies, or sleds. Wrap a climbing rope around PAX One’s waist. PAX Two holds the rope, like reigns, behind PAX One. PAX Two gives resistance while PAX One pulls “the sled”. Works best with a AYG sprint and maximum resistant."
1621,Exicon,Tennessee Rocking Chair,"1) Bending only at the waist, touch toes. 2) Bending only at the knees, drop to a squat position. This should rotate your torso back to vertical and arms horizontal. 3) Straighten the knees, returning to toe-touch position. 4) Return to starting position"
1622,Exicon,The Anvil,A monthly Litmus test to measure improvement
1623,Exicon,The Bruce and the Cait,"This is a very simple Merkin that adds elements of balance and core. The Bruce start in regular Merican Pose with one leg crossed over the other at the ankle. When you come back up on the Merkin switch legs. The Cait is very similar but you switch at the bottom of the Merkin, and not the top."
1624,Exicon,THE Buckeye Burpee,"THE Buckeye Burpee is a standard burpee, vastly improved as follows: at the bottom of the merkin, release hands and perform an overhead “O”, followed by “H”, complete the merkin / burpee, and upon returning to standing position, perform an overhead “I”, then “O”.  Got it?  THE Buckeye Burpee (trademark).  Go Bucks!  Beat Blue!"
1625,Exicon,The Bug,PAX gets on their six and performs a LBC while wiggling their legs so it looks like they are a bug on its back
1626,Exicon,The BUT KIS,"The name of Rocky's dog and the exercise is like the Rocky Balboa with toe tapping fast at curbside. You use the curb as a step and alternate stepping as rapid as you are able for one minute, rest one minute, continue one minute. Completed in THREE ROUNDS..(hopefully, without a TKO)."
1627,Exicon,The Chinook,Overhead arm circles.
1628,Exicon,The Cooper,"1 lap around track. 10 burpees, 10 Squats, then 10 Merkins. Lap around track. Then 9,9, 9 of same. Count down to 1. Gets pretty brutal when you get to around 5."
1629,Exicon,The Cycle,"From home plate, bear crawl to 1st base, 3 burpees, crawl bear back to home From home plate, bear crawl around the bases to 2nd base, 6 burpees, crawl bear back to home From home plate, bear crawl around the bases to third base, 9 burpees, crawl bear back to home From home plate, bear crawl around the bases to home plate."
1630,Exicon,The Dab,"10 burpees per minute for 5 minutes, run 1/4 mile, rinse and repeat x 4."
1631,Exicon,The Dennis Rodman,"Inch worm with a jump at the end of the extension. Start in the crouch position, walk your arms out to high plank position, jump up so you are back in the crouch position."
1632,Exicon,The Donatello,To end a workout with suicides on a long set of stairs (I.E. Snake Pit's Big Boy Stairs which has 83 stairs & 7 landings)
1633,Exicon,The Elwood,Like High Knees or Chopping feet but keep your arms in sync and symmetrical with your feet.  Right hand and right knee are up while the left hand and left knee are Down and vice versa. Pax can settle into a steady driving quarter note 4/4 rhythm on this.  It’s a great way to bring in the 6 while keeping heart rates elevated.
1634,Exicon,The Grateful Dead (aka Dancing Bear),"Basically a plank-o-rama with some stupidity mixed in. Do 5 Merkins. Rotate 360° in place to the left. Left arm up, right arm up, etc. Do 5 Werkins. Rotate 360° in place to the right. Left arm up, right arm up, etc. Do 5 Diamond Merkins. Now while in place, lift left arm and leg up, then quickly swap to right arm and leg up. Do this back and forth as quick as you can, making sure to get full extension. Now you look like a Dancing Bear!"
1635,Exicon,The Gross,"The beauty of this is you can crank it up or ratchet it down depending on what kind of pain you want to inflict. Pick 12 exercises, do 12 reps of each. 12x12=144 which is a Gross. Done for the first time by Barry Manolow and YHC to highlight the exercises we hate the most - all in one workout. Breeds fantastic mumble chatter."
1636,Exicon,The Hightower,"As the Nation knows, F3GrandStrand lost Jacob ""Hightower"" Hancher this past weekend as he was serving as a Myrtle Beach Police Officer.  EOW: 10/03/20.  We did a full workout to honor him.  This is a part of the workout based on a very apropos Bible Verse: Matthew 5:9  Blessed are the peacemakers, for they will be called children of God.  So - 5 Exercises – 9 reps each.  1) Burpees 2)Bodybuilders – burpee with Plank jack 3)Triple Merkin Burpees – burpee with 3 hand release merkins 4)Triple Jump Squat Burpees - burpee with 3 jump squats 5)Putting them all together - Triple Merkin Triple Jump Squat Bodybuilders - burpee with 3 hand release merkins, plank jack, and 3 jump squats"
1637,Exicon,The Hodor,"Inspired by Hodor of Game of Thrones and his only purpose in life to carry a crippled boy. With a cinder block held in front of you, squat until the block touches the ground, stand, rotate the block over your head to a triceps extension, squat, stand, rotate the block back in front. That's 1. Repeat x 30 followed by 1 lap around a 1/4 mile track - with block."
1638,Exicon,The Lion King,Start with a coupon tight to your chest. Move into the low squat position and lower the coupon between your knees. Coming up out of the squat raise the coupon high above your head thrusting it upward so that it is weightless for a fraction of second. Think Simba being presented in the Lion King.
1639,Exicon,The Long Haul,"Requires Kettlebells or Coupons.  Plot out a 0.5 - 0.75 mile loop. Mark 8 spots along the route for the following 8 exercises.  PAX will run along, carrying their coupon, and stopping to do the exercises. Goal: Get yourself and your KB around the course 6 times (this proved to be way too high; no one completed more than 3) Station 1: Motivators down from 6 (one less at each rotation around the course) Station 2: Bent over Coupon Rows x20 Station 3: 4ct Freddie Mercury x20 Station 4:  Curb Hops with coupons x20 Station 5: Merkins x20 Station 6: Rev Lunge with Coupon x20 Station 7: Moving Plank x20 Station 8: Sumo Squat with coupon x20"
1640,Exicon,The Sheldon Cooper,Same as the Cooper just add big boy sit ups.
1641,Exicon,The Swimmer,Using bricks in each hand the PAX performs the freestyle stroke.
1642,Exicon,The Tin Man,"Named after Yoda in Raleigh, it is the windmill but we are requesting it be named the Tin Man because the exercise is truly like a tin man."
1643,Exicon,"The Tom Lee (Memphis, TN)","This WOD is best performed at Tom Lee Park in Memphis, TN where the Tom Lee Monument and Tom Lee Memorial serve as equidistant markers along the .34 mi looped path.  PAX will complete 5 laps (for the 5 trips he made to shore during his rescue)  One lap:  PAX start at the Monument and perform 32 burpees (for the 32 passengers that he rescued from the Mississippi).  PAX run to the Memorial and perform 23 no-surrenders (for the 23 that perished).  PAX run to the Monument.  Variations may include adapting the path to a quarter mile track with cones marking the starting point and 200 m or ? mi. PAX may also perform this WOD soaking wet, wearing a weight vest, or carrying a ruck."
1644,Exicon,The Trouser Superman,"Best conducted when entering a public restroom. As a true #HIM is walking into a public restroom, before even approach the urinal, begin to unzip your trousers (just like Superman would unbutton his shirt to reveal that patented S on his chest), ensuring the Trouser Superman can be seen by any/all in the restroom. Also, best if accompanied by saying ""truth, justice and the American way."""
1645,Exicon,The W.A.S.H.,"Werkins (50, preferably hand-release). American Hammers (100). Step-Ups (150). Hip Thrusts (200). Done OYO or in pairs (with one partner running - either laps or designated sprints - while the other does exercise, then switch as needed until exercises completed)."
1646,Exicon,The Wolverine,"A big-boy burpee fit for a super-hero: From standing position, drop to plank, one merkin, left knee tuck to the chest, another merkin, right knee tuck to the chest, yet another merkin, stand, jump, overhead clap. That's one. Rinse. Repeat."
1647,Exicon,The Worm,"Inspired by ""The Last Dance"" where MJ tells of an Indian Run during practice where Dennis Rodman took off sprinting and they had to chase him for a few laps.  Q deals out a number cards to PAX including an Ace of Spades.  Whichever PAX gets the Ace is ""The Worm"" and on his turn takes off on a full out sprint until a PAX member tags him.  10 Count, redistribute cards for a new Worm.  Rinse and Repeat."
1648,Exicon,Theresa,The runner's version of Mary. Primarily consists of stretching exercises led by the QIC for optimal recovery and injury prevention following some street pounding.
1649,Exicon,Thigh Master,"Starting position - In forward lunge with knees slightly bent. Perform standard lunge movement bending with back knee touching ground and then return to starting position. Done in cadence (all with same leg), count 1 down, 2 up, 3 down, 4 up =1. Continue with set # then switch legs and repeat. Can be performed slow (with knee reaching ground) or fast ultimately resulting in excessive ""burn"" in the thighs."
1650,Exicon,Three Amigos,"Three members of Pax assume air chair position, but back-to-back-to-back, leaning on each other. Hold position as with wall sits, drop lower and hold, or begin to walk as a group in direction of your choosing. Failure to reach destination means all three must do 10 burpees."
1651,Exicon,Thriller,"Performed to the classic hit ""Thriller"" by Michael Jackson. Pax do Frankenstiens (Arms out in front and single leg raises to corresponding hand) until, ""'Cause this is Thriller, Thriller night"" do two burpees. Back to Frankenstiens in between ""'Cause this is Thriller, Thriller night"". Then at the end during the rap of Vincent Price, do slide lunges. (For an added twist or just to look cool in front of the rest of the Pax, slide your extended leg over at the same time you are raising your arms to do an overhead clap. Think Zombie dance in the video)"
1652,Exicon,Thunderstruck,"Q plays ""Thunderstruck"" by ACDC. PAX complete 1 standard Merkin for every ""thunder!"" that is heard in the song. Plank during the rest of the song. Awesome way to end a workout and just make sure any juice that's left is burned away."
1653,Exicon,Tie Fighters,Baby Arm Circles in a lunge position.  Forward BACs with right leg forward.  Backward BACs with left leg forward to balance the Force.
1654,Exicon,Tire Flip Burpee Broad Jump,"Get one huge tire that require two men to flip.  PAX are lined up in twos behind the tire and SSH while not flipping the tire.  Have two PAX flip the tire twice, the two PAX will then Burpee Broad Jump about 20yds and get in the back of the line to do all over again.  Exercise is complete when PAX have flipped the tire from Goal Line to opposite Goal Line and back."
1655,Exicon,Tony Hawk Burpee,"A normal burpee but when you jump, do a 360 degree spin in the air each time."
1656,Exicon,Tooth Fairy,"With feet at the bottom of a staircase (or other steep incline) and hands on the 3rd or 4th step (depending on PAX height and step size). Do an incline merkin and at elbow extension do a little hop with hands and feet up to the next steps (so for example you move from steps 0 & 3 to 1 & 4). The longer the staircase the better the burn. (Name comes from PAX stating ""if you don't do this right you might lose your teeth"" and because the hop looks a little fairy-ish)."
1657,Exicon,Top Gun,"Perform 10 reps each of 5 standing coupon exercises (Ex: Curls, Rows, Deadlifts, Overhead Press, Squats, Lunges) for 10 minutes. The 5 coupon exercises are repeated for the entire 10 minutes. The Danger Zone happens every minute on the minute when PAX drops coupon and perform 3 Burpees, then pick up where they left off on the coupon exercises. Dial up the suffering by extending the time, increasing the number of burpees, or increasing the reps of exercises. Acapella versions of Kenny Loggins' classic tune Danger Zone are welcomed."
1658,Exicon,Tortoise and the Hare B.O.M.B.S.,"Buddy up with one rucksack between each pair.  Partner #1 puts on rucksack and starts walking.  Partner #2 does first exercise on the list and then chases down Partner #1. When he catches his partner, they swap: Partner #2 takes the rucksack while Partner #1 does the same exercise.  Repeat until all exercises have been done 5 times BY EACH partner. -5 Burpees (50 per pair) -10 Outlaws (100 per pair) -15 Merkins (150 per pair) -20 Big Boy Sit-ups (200 per pair) -25 Squats (250 per pair)"
1659,Exicon,Tour de Humpers,"PAX run around a neighborhood where more than one F3 Member lives (preferably over 3). At every stop sign, a combination of 3 exercises are performed with the following counts 10,20,30 (i.e. 10 Merkins, 20 Carolina Dry-Docks, 30 Squats). When the PAX pass by a house where an F3 Member lives everyone stops in front of their house and performs 25 Monkey Humpers. Works best if they have a Ring Doorbell. Invented by @Aquaman to prevent Fartsacking in an F3 heavy neighborhood in Cherokee."
1660,Exicon,Travolta Merkins,"Picture Saturday Night Fever while doing Merkins. Start in plank. First move is a Merkin. 2nd move is right arm high. 3rd move is to reach under and across your body as far as you can. 4th move is to reach high again. 5th move is back to the Merkin. Flapjack with the left and then flapjack until you're sick of singing ""staying alive, staying alive"""
1661,Exicon,Travoltas,"In the normal right/left arm up plank position, raised arm is lowered and reaches as far as possible underneath and behind your body, and then back up. Think Stayin' Alive in the side plank position. Extra credit for actually using a pointed finger."
1662,Exicon,Triple Check,"Teams of three. First man in a peoples chair, second man in front of him in plank, third man sprints 100 yards and back, rinse and repeat times three."
1663,Exicon,Triple Nickel,"Find a hill. Start at bottom, run to top and complete 5xcalled exercise, run to bottom and complete 5xcalled exercise, 5 repetitions (5/5/5=Triple Nickel). Can easily be done on flat surface with launch point and target point."
1664,Exicon,Tunnel of Love,"While Pax plank side by side, one by one someone crawls under the tunnel of planking pax. Best done with a ruck on, in the snow, or anywhere there is accumulated mud."
1665,Exicon,Turk n Burp,"A Combination Move of a Turkish Get Up and a Burpee: Complete a Turkish Get Up, flipping forward into the squat thrust of the Burpee, push up, complete Burpee with a jump, and come back down to the ground to start your next rep with the Turkish Get Up. I mean, you've really just gotta see it and get your own rhythm. Be the ball..."
1666,Exicon,Turkish Get Up,"Laying on your back, use only one arm and your legs to ""get up."""
1667,Exicon,Turn and Bounce,"Feet slightly wider than shoulders, arms extended palms up, twist at torso to the left and bounce* with torso twisted, back to center for the 4 count, this is ONE. Flap-jack and twist torso to the right bounce 1,2,3, then back to center for the 4 count this is TWO. See section 8A- http://www.artofmanliness.com/2015/01/12/wwii-workout-week-conditioning-exercises/"
1668,Exicon,Twelve Days of Christmas,"Routine to run at Christmas time, based on the Twelve Days of Christmas. Before each exercise, the Q says, “On the ____ day of Christmas, the good Q gave to thee...”. The Pax does reps equal to the day, then works back down the list (as the song does):  1- One 200 yard mosey; 2- Burpees;  3- No Surrenders; 4- Merkins, with rotation; 5- Monkey humpers; 6-Curls for the girls (with coupon); 7- Chest presses (with coupon); 8-Big boy situps; 9- Box cutters; 10- Bent over rows (with coupon); 11- Lunges with twist (2 is 1); 12- Man makers (with coupon)"
1669,Exicon,Twerkin,"Start in Downward Dog position, butt high in the air, lower butt slightly & rotate forward, while performing the down 1/2 of the Merkin, lowering head & chest down just above the ground, as if you were going under a fence, continue forward to Upward Dog position, head up, extend arms to up 1/2 of Merkin, hands slightly behind shoulders w/ chest forward. Back to start- lower head & chest while bending arms and rotating body backward, like going back under the fence. Finish at Downward Dog, butt high. Exercise performed by Pale Rider & named by Nomaha."
1670,Exicon,Twin Tower of Trust,"Each pax member will hold a brick in each hand, facing another Pax member ( say there is 20 guys total, 10 line up facing each other maybe 3-4 feet apart).  When the Q says exercise, they will hold the bricks straight out eye level “ no touching bricks OR partners bricks”.  The person on the end will “bear crawl” under everyone holding the bricks (that is where the trust comes in) AND when he gets to the end he will pick a side and hold his bricks up.  Then the next guy goes etc. etc.  This will continue for 25-50 yards depending on what the Q says."
1671,Exicon,Twinkle Toes,This is an Al Gore (holding a squat with your arms & hands out in front of you) while doing calf raises. Originally created by F3 Knoxville's Anchorman and implemented heavily at F3 Knoxville JUCO.
1672,Exicon,Typewriter LBCs,"Similar to the LBC but on first repetition raise head and torso first towards right knee (1), then to the middle (2), then to the left knee (3), back to middle, right knee and so on. 4 count cadence."
1673,Exicon,Tyson Bear Balls,This (7) minute exercise consists of the following: (7x) Mike Tysons then (7 step) Bear Crawl to wall then (7count) Balls to the wall then (7 count) recovery.  Repeat.  Should complete at least (7) cycles within this (7) minutes.  Excellent shoulder workout.
1674,Exicon,UHaul,"Being in a standing position with bell being held by both hands at chest level.  The exercise is done in cadence with first move being a chest press straight out (parallel with the ground)(1), second move is back to the chest(2), third move is an incline chest press in a 45 degree upward angle (3) and then back to the chest (4).   First and second moves: https://youtu.be/VQOo8itnNrI  Kettlebell Press Out Third and fourth moves: https://youtu.be/DNd1SP4mhnU  Kettlebell Standing Upper Chest Press"
1675,Exicon,Ultimate Football,"Played like Ultimate Frisbee but with a football. Scoring team calls out exercise for entirety of PAX, but ""losing"" team has to 2x the amount. ""10 burpees"" becomes 10 for scoring team, 20 for other team. If one team scores three times in a row, that team has to run a lap around field in addition to their exercises. Play for an hour, usually around the holidays."
1676,Exicon,Ultimate Frisburpee,"Similar to ultimate frisbee but with penalty burpees. On the 1st turnover, 5 burpees for all PAX. On the 2nd turnover, 4 burpees. On the 3rd, 3 burpees. On the 4th turnover, 2 burpess. On the 5th turnover, 1 burpee. If neither team has scored, the remainder of the point is played like regular ultimate frisbee. Burpee count resets after every point. You do not have to wait for all PAX to finish burpees to begin playing (i.e., it is advantageous to finish your burpees faster). Usually played for about 20 minutes. A PAX favorite in F3 Hampton Roads."
1677,Exicon,Underdog,"A supine pull-up hanging below a swing. Lying horizontally on the ground, arms extended hanging below a swing, lift chest up to the swing (a supine pull-up). Can also be performed on a fence, bench, bars, etc."
1678,Exicon,Up downs,Chop your feet or high knees. On Q's signal chest hits the dirt and bounce back up and resume chopping or high knees.
1679,Exicon,Up Straddle Hop,"So, I tore my calf the other day and have been on the IR for a bit, but did not want to miss our monthly convergence...so I grabbed my kettlebell to do some work with when the PAX were doing exercises I couldn't do and headed out to the beatdown. Circled up. First exercise called was SSH, which I did not want to do and put pressure on the torn calf, so I started hopping on one leg IC while still doing the upper body motion. Apparently, it looked funny as the PAX started laughing and then doing it themselves. 43 men hopping on one leg and waving their arms would certainly have looked awesome to any passersby! And doing 30 IC of those destroyed my right (good) leg, so I figured it might need a name? Let the PAX call it and do 25-30 IC with each leg. It burns. For good measure, the Q next called 10 OYO burpees, which I tried to do 1-legged, and after 2 had absolutely no strength left in that good leg, so that could be an add-on to the exercise."
1680,Exicon,Upright Row,"Grab a rock, concrete block, log, a kettle bell, or a small 2.0 with a close overhand grip at waist level and bring up to your chin. (Thanks Clark in NoCo.)"
1681,Exicon,Uptown 50,"10 cones with the following written on them: Burpee Broad Jump, Crab Walk, Partner Carry (P1), Partner Carry (P2), Alligator Crawl, Wheelbarrow (P1), Wheelbarrow (P2), Nur (Run Backwards), AYG (Sprint), and Bear Crawl. Cones are placed at end zone and at 50 yard line. Pax partner up and line up on the goal line. Do 10 burpees, then travel to the 50 in the method on the cone. When you get to the 50, do 10 burpees and travel back by the next method. Repeat until you've traveled by all methods on cones (and have done your 100 burpees). Keep going until audible swearing is heard, or until time runs out."
1682,Exicon,Vacuum Cleaners,"Partner work done in wheelbarrow position, ideally in a parking lot or lined field. Beginning at first line, wheelbarrow to second line and perform five Derkins. Reverse wheelbarrow to first line for one rep. Flapjack after agreed upon reps have been completed."
1683,Exicon,Van Goghda,"Think lying down Abe Vigoda. On your 6, leg spread. Sit up while reaching as high as possible with one hand. Once the peak is reached, lower hand reaching forward and crossing over to touch opposite foot, reverso motion back down. Flip-flop and repeato other side. Harder variation: cross legs."
1684,Exicon,Vertigos,"Run across a field or other stretch of road or earth - but with each step you rotate so that you are always spinning as you move forward (clockwise or counter-clockwise, your choice). If this doesn't make you dizzy, then not much will."
1685,Exicon,Vicious circle,"PAX travel single file around the bases of a baseball field. Last man (or last 2 men in larger groups) peels off, runs to pitcher mound and performs 5 of an exercise, then rejoins PAX at the front. Repeato for all PAX. Change Mode of travel and exercises accordingly. Eg1: PAX Bear crawl bases. Last Man moseys to pitcher mound for 5 Merkins & returns to front of PAX. Eg2: PAX lunge walks bases. Last man moseys to pitcher mound for 5 jump squats, returns to front."
1686,Exicon,V-Up Roll Up,"Most common from P90x ab ripper. Start laying flat arms above head, do a full sit-up and touch your toes. As you are returning, when mid back hits the ground, begin to raise the legs to 45° and hold the legs in position and crunch up and touch the toes. 4 count in cadence."
1687,Exicon,Walk Like An Egyptian,"Pax line up, single-file about an arm-length apart. In unison, entire Pax lunge forward with their right leg and hold the lunge, while the last Pax jailbreaks to the front of the line. The entire Pax then recover and lunge forward with their left leg and hold the lunge, while the last Pax jailbreaks to the front. Process continues until all Pax have cycled through at least once. To sneak in some additional core work, have the Pax rotate into the lunge (i.e. rotate chest right on right leg) and hold throughout."
1688,Exicon,WALKERSTRONG,"Pax circles up and performs 2 minutes of Imperial Walkers, last 30 seconds AMRAP. Name inspired by Walker Phillips, 2.0 of NailPop in Lexington. Variation of exercise includes each pax taking a turn praying aloud with group while performing imperial walkers until all pax have prayed."
1689,Exicon,Wall Conveyor,All pax against wall of a building in balls to the wall (BTTW) position. First pax at 1 end of line drops down from BTTW and runs to end of the line then gets back into BTTW position. Next pax follows and this repeats until Q says to stop or run out of wall.
1690,Exicon,Wall Worms,"Start in the Balls to the Wall position, inch your way to the left or right using your hands on the ground and feet on the wall. Alternately, you can inch your hands out out from and feet down the wall into a more horizontal position and back up."
1691,Exicon,Walls of Jericho,"Its Biblical and it will hurt... OK just as Joshua was instructed to do. WOJ usually is performed around a large building, pick 7 different exercises and complete 7 reps of each and run one lap around the building. Complete for 7 laps. For extra you can always have PAX shout on the last set to give reverence to the story."
1692,Exicon,Walmart Burpee,"The burpee's discount store brother, where the fun gets rolled back. Drop down to a squat like a normal burpee, but go all the way to your six and roll back to your shoulder blades. Roll forward, and when your feet hit the ground, put your hands in front and jump back to a plank. The rest is like a normal burpee, with merkin, thruster, and jump (hands over head)."
1693,Exicon,War Hammer,"This exercise is a combination of a World War II sit-up by adding four American Hammer reps at the top of the sit up. Similar to Captain Thor, but this does not include an ascending count."
1694,Exicon,Washington Run,This is in lieu of the potentially offensive Indian Run. All associated workouts should be renamed to avoid offense just like the Washington Football Team.
1695,Exicon,Water Wheel,"Done in SLOW cadence. Stand with feet wide, toes forward. (1) bend the right leg (left stays straight) and lean down to touch the right foot. (2) Press rt. leg straight to original position. (3) bend left leg (rt. stays straight) and lean down to touch left foot. (4) Press left leg straight to original position. A good compliment to Windmills."
1696,Exicon,Waterfall Mosey,"COVID Friendly non-group mosey.  During Warm-O-Rama, QIC leads PAX in Side-Straddle Hops.  After 2-SSH, Q releases 2PAX on mosey.  (Site-Q to be first released).  REPEAT until all PAX are on Mosey.  Returning PAX will circle up on Site-Q and continue SSH until QIC returns"
